[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:564
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=DeltaBlue.ns, index=21047, length=15, characters=direction:: nil)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at DeltaBlue.ns:565
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:565
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=DeltaBlue.ns, index=21279, length=21, characters=direction:: #backward)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode                     |Reason unknown at DeltaBlue.ns:571
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at DeltaBlue.ns:571
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=DeltaBlue.ns, index=21328, length=15, characters=direction:: nil)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode                     |Reason unknown at DeltaBlue.ns:572
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at DeltaBlue.ns:572
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=DeltaBlue.ns, index=21437, length=20, characters=direction:: #forward)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode                     |Reason unknown at DeltaBlue.ns:575
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at DeltaBlue.ns:575
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=DeltaBlue.ns, index=21485, length=15, characters=direction:: nil)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode                     |Reason unknown at DeltaBlue.ns:576
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at DeltaBlue.ns:576
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:570
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:570
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=DeltaBlue.ns, index=21279, length=21, characters=direction:: #backward)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at DeltaBlue.ns:571
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:571
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=DeltaBlue.ns, index=21328, length=15, characters=direction:: nil)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at DeltaBlue.ns:572
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:572
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:574
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:574
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=DeltaBlue.ns, index=21437, length=20, characters=direction:: #forward)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at DeltaBlue.ns:575
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:575
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=DeltaBlue.ns, index=21485, length=15, characters=direction:: nil)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at DeltaBlue.ns:576
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:576
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=DeltaBlue.ns, index=21780, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at DeltaBlue.ns:587
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:587
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=DeltaBlue.ns, index=21818, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at DeltaBlue.ns:588
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:588
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=DeltaBlue.ns, index=22072, length=2, characters=v2)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at DeltaBlue.ns:599
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:599
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=DeltaBlue.ns, index=22098, length=2, characters=v1)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at DeltaBlue.ns:600
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:600
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=DeltaBlue.ns, index=22391, length=7, characters=in:: v1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at DeltaBlue.ns:609
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:609
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=DeltaBlue.ns, index=22400, length=8, characters=out:: v2)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at DeltaBlue.ns:609
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:609
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=DeltaBlue.ns, index=22430, length=7, characters=in:: v2)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at DeltaBlue.ns:610
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:610
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=DeltaBlue.ns, index=22439, length=8, characters=out:: v1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at DeltaBlue.ns:610
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:610
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:613
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:641
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:641
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:642
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:642
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:670
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:670
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:671
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:671
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:672
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:672
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:673
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:673
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:682
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:682
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:682
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:682
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=DeltaBlue.ns, index=25301, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at DeltaBlue.ns:688
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:688
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=DeltaBlue.ns, index=25336, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at DeltaBlue.ns:689
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:689
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=DeltaBlue.ns, index=25374, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at DeltaBlue.ns:690
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:690
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=DeltaBlue.ns, index=25414, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at DeltaBlue.ns:691
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:691
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=DeltaBlue.ns, index=25450, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at DeltaBlue.ns:692
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:692
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=DeltaBlue.ns, index=25489, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at DeltaBlue.ns:693
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:693
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=DeltaBlue.ns, index=25800, length=8, characters=in::  v1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at DeltaBlue.ns:702
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:702
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=DeltaBlue.ns, index=25810, length=8, characters=out:: v2)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at DeltaBlue.ns:702
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:702
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=DeltaBlue.ns, index=25840, length=8, characters=out:: v1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at DeltaBlue.ns:703
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:703
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=DeltaBlue.ns, index=25850, length=8, characters=in::  v2)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at DeltaBlue.ns:703
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:703
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at DeltaBlue.ns:705
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:705
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:705
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:706
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:736
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:736
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:745
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:745
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:768
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:815
[truffle]   rewrite UninitMsgSend(#Object)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:1
[truffle]   rewrite UninitializedLexicallyBound@7f774200               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:1
[truffle]   rewrite UninitMsgSend(#ifNil:)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:232
[truffle]   rewrite UninitializedReceiverSend@68423361                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Harness.ns:232
[truffle]   rewrite UninitMsgSend(#platform)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:234
[truffle]   rewrite UninitializedLexicallyBound@3e2fda43               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Harness.ns:234
[truffle]   rewrite UninitMsgSend(#usingPlatform:andHarness:)          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:234
[truffle]   rewrite UninitializedReceiverSend@fbfdca9                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Harness.ns:234
[truffle]   rewrite UninitMsgSend(#initializer`usingPlatform:andHarness:) |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:1
[truffle]   rewrite UninitializedLexicallyBound@adf014c                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:1
[truffle]   rewrite UninitMsgSend(#initializer`new)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:1
[truffle]   rewrite UninitSuper(#initializer`new)                      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:1
[truffle]   rewrite UninitMsgSend(#Benchmark)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:2
[truffle]   rewrite UninitializedReceiverSend@737ff24d                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:2
[truffle]   rewrite UninitMsgSend(#Object)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:31
[truffle]   rewrite UninitializedLexicallyBound@33c2d3a3               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Harness.ns:31
[truffle]   rewrite UninitMsgSend(#kernel)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:3
[truffle]   rewrite UninitializedReceiverSend@42690be6                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:3
[truffle]   rewrite UninitMsgSend(#Array)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:3
[truffle]   rewrite UninitializedReceiverSend@30ceb786                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:3
[truffle]   rewrite UninitMsgSend(#kernel)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:4
[truffle]   rewrite UninitializedReceiverSend@3c2fc648                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:4
[truffle]   rewrite UninitMsgSend(#Vector)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:4
[truffle]   rewrite UninitializedReceiverSend@19d555a5                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:4
[truffle]   rewrite UninitMsgSend(#collections)                        |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:5
[truffle]   rewrite UninitializedReceiverSend@13e94b42                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:5
[truffle]   rewrite UninitMsgSend(#Dictionary)                         |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:5
[truffle]   rewrite UninitializedReceiverSend@56deac3e                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:5
[truffle]   rewrite UninitMsgSend(#Object)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:145
[truffle]   rewrite UninitializedLexicallyBound@14812d2b               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Collections.ns:145
[truffle]   rewrite ImplicitSend(#Strength)                            |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:6
[truffle]   rewrite UninitMsgSend(#Strength)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:6
[truffle]   rewrite UninitializedLexicallyBound@27ca3a63               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:6
[truffle]   rewrite UninitMsgSend(#Object)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:300
[truffle]   rewrite UninitializedLexicallyBound@7ea0c683               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:300
[truffle]   rewrite UninitMsgSend(#createStrengthTable)                |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:6
[truffle]   rewrite UninitializedReceiverSend@5d3c2a35                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:6
[truffle]   rewrite ImplicitSend(#Dictionary)                          |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:349
[truffle]   rewrite UninitMsgSend(#Dictionary)                         |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:349
[truffle]   rewrite UninitializedLexicallyBound@4049bccc               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:349
[truffle]   rewrite UninitMsgSend(#new)                                |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:349
[truffle]   rewrite UninitializedReceiverSend@36a69f84                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:349
[truffle]   rewrite ImplicitSend(#initialCapacity)                     |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Collections.ns:327
[truffle]   rewrite UninitMsgSend(#initialCapacity)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:327
[truffle]   rewrite UninitializedLexicallyBound@652bd4f6               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at Collections.ns:327
[truffle]   rewrite UninitMsgSend(#new:)                               |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:327
[truffle]   rewrite UninitializedLexicallyBound@4e30458d               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Collections.ns:327
[truffle]   rewrite UninitMsgSend(#initializer`new:)                   |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:145
[truffle]   rewrite UninitializedLexicallyBound@7bfdeca3               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Collections.ns:145
[truffle]   rewrite UninitMsgSend(#initializer`new)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:145
