Source Section	Access Type	Data Type	Count
DeltaBlue.ns pos=27789 len=6	read	EditConstraint	500
DeltaBlue.ns pos=27789 len=6	read	StayConstraint	2400
DeltaBlue.ns pos=27789 len=6	read	ALL	2900
DeltaBlue.ns pos=27810 len=8	read	EditConstraint	500
DeltaBlue.ns pos=27810 len=8	read	StayConstraint	2400
DeltaBlue.ns pos=27810 len=8	read	ALL	2900
DeltaBlue.ns pos=27826 len=6	read	EditConstraint	500
DeltaBlue.ns pos=27826 len=6	read	StayConstraint	2400
DeltaBlue.ns pos=27826 len=6	read	ALL	2900
DeltaBlue.ns pos=27839 len=4	read	EditConstraint	500
DeltaBlue.ns pos=27839 len=4	read	StayConstraint	2400
DeltaBlue.ns pos=27839 len=4	read	ALL	2900
DeltaBlue.ns pos=27863 len=6	read	EditConstraint	500
DeltaBlue.ns pos=27863 len=6	read	StayConstraint	2400
DeltaBlue.ns pos=27863 len=6	read	ALL	2900
DeltaBlue.ns pos=27884 len=4	read	StayConstraint	2400
DeltaBlue.ns pos=27884 len=4	read	ALL	2400
DeltaBlue.ns pos=27929 len=0	read	EditConstraint	500
DeltaBlue.ns pos=27929 len=0	read	StayConstraint	2400
DeltaBlue.ns pos=27929 len=0	read	ALL	2900
DeltaBlue.ns pos=27959 len=54	read	StayConstraint class	2100
DeltaBlue.ns pos=27959 len=54	read	ALL	2100
DeltaBlue.ns pos=27964 len=9	read	Variable	2100
DeltaBlue.ns pos=27964 len=9	read	ALL	2100
DeltaBlue.ns pos=27984 len=14	read	Symbol	2100
DeltaBlue.ns pos=27984 len=14	read	ALL	2100
DeltaBlue.ns pos=28006 len=7	read	Planner	2100
DeltaBlue.ns pos=28006 len=7	read	ALL	2100
DeltaBlue.ns pos=28016 len=15	read	DeltaBlue	1
DeltaBlue.ns pos=28016 len=15	read	ALL	1
DeltaBlue.ns pos=28032 len=0	read	StayConstraint	2100
DeltaBlue.ns pos=28032 len=0	read	ALL	2100
DeltaBlue.ns pos=28037 len=9	read	Variable	2100
DeltaBlue.ns pos=28037 len=9	read	ALL	2100
DeltaBlue.ns pos=28057 len=14	read	Symbol	2100
DeltaBlue.ns pos=28057 len=14	read	ALL	2100
DeltaBlue.ns pos=28079 len=7	read	Planner	2100
DeltaBlue.ns pos=28079 len=7	read	ALL	2100
DeltaBlue.ns pos=28508 len=0	read	StayConstraint	2400
DeltaBlue.ns pos=28508 len=0	read	ALL	2400
DeltaBlue.ns pos=28532 len=0	read	Variable class	6300
DeltaBlue.ns pos=28532 len=0	read	ALL	6300
DeltaBlue.ns pos=28534 len=0	read	DeltaBlue	1
DeltaBlue.ns pos=28534 len=0	read	Variable	6300
DeltaBlue.ns pos=28534 len=0	read	ALL	6301
DeltaBlue.ns pos=29321 len=237	read	Variable	6300
DeltaBlue.ns pos=29321 len=237	read	ALL	6300
DeltaBlue.ns pos=29323 len=26	read	Variable	6300
DeltaBlue.ns pos=29323 len=26	read	ALL	6300
DeltaBlue.ns pos=29356 len=36	read	Variable	6300
DeltaBlue.ns pos=29356 len=36	read	ALL	6300
DeltaBlue.ns pos=29378 len=6	read	Variable	6300
DeltaBlue.ns pos=29378 len=6	read	ALL	6300
DeltaBlue.ns pos=29399 len=28	read	Variable	6300
DeltaBlue.ns pos=29399 len=28	read	ALL	6300
DeltaBlue.ns pos=29434 len=49	read	Variable	6300
DeltaBlue.ns pos=29434 len=49	read	ALL	6300
DeltaBlue.ns pos=29458 len=8	read	Variable	6300
DeltaBlue.ns pos=29458 len=8	read	ALL	6300
DeltaBlue.ns pos=29490 len=29	read	Variable	6300
DeltaBlue.ns pos=29490 len=29	read	ALL	6300
DeltaBlue.ns pos=29526 len=26	read	Variable	6300
DeltaBlue.ns pos=29526 len=26	read	ALL	6300
DeltaBlue.ns pos=29714 len=11	read	Variable	14600
DeltaBlue.ns pos=29714 len=11	read	ALL	14600
DeltaBlue.ns pos=29734 len=11	read	EditConstraint	500
DeltaBlue.ns pos=29734 len=11	read	EqualityConstraint	4000
DeltaBlue.ns pos=29734 len=11	read	ScaleConstraint	8000
DeltaBlue.ns pos=29734 len=11	read	StayConstraint	2100
DeltaBlue.ns pos=29734 len=11	read	ALL	14600
DeltaBlue.ns pos=29751 len=0	read	Variable	14600
DeltaBlue.ns pos=29751 len=0	read	ALL	14600
DeltaBlue.ns pos=29850 len=11	read	Variable	1000
DeltaBlue.ns pos=29850 len=11	read	ALL	1000
DeltaBlue.ns pos=29870 len=1	read	EditConstraint	1000
DeltaBlue.ns pos=29870 len=1	read	ALL	1000
DeltaBlue.ns pos=29879 len=12	read	Variable	1000
DeltaBlue.ns pos=29879 len=12	read	ALL	1000
DeltaBlue.ns pos=29895 len=1	read	EditConstraint	1000
DeltaBlue.ns pos=29895 len=1	read	ALL	1000
DeltaBlue.ns pos=29907 len=18	read	Variable	500
DeltaBlue.ns pos=29907 len=18	read	ALL	500
DeltaBlue.ns pos=29933 len=0	read	Variable	1000
DeltaBlue.ns pos=29933 len=0	read	ALL	1000
DeltaBlue.ns pos=29994 len=4	read	Variable class	4200
DeltaBlue.ns pos=29994 len=4	read	ALL	4200
DeltaBlue.ns pos=30010 len=1	read	Variable	4200
DeltaBlue.ns pos=30010 len=1	read	ALL	4200
DeltaBlue.ns pos=30019 len=6	read	Integer	4200
DeltaBlue.ns pos=30019 len=6	read	ALL	4200
DeltaBlue.ns pos=30035 len=1	read	Variable	4200
DeltaBlue.ns pos=30035 len=1	read	ALL	4200
DeltaBlue.ns pos=30075 len=9	read	DeltaBlue	1
DeltaBlue.ns pos=30075 len=9	read	ALL	1
DeltaBlue.ns pos=30126 len=3	read	NoReportingRun	1
DeltaBlue.ns pos=30126 len=3	read	ALL	1
DeltaBlue.ns pos=30150 len=0	read	DeltaBlue	1
DeltaBlue.ns pos=30150 len=0	read	ALL	1
Fannkuch.ns pos=1302 len=43	read	Fannkuch class	1
Fannkuch.ns pos=1302 len=43	read	ALL	1
Fannkuch.ns pos=1317 len=8	read	Platform	1
Fannkuch.ns pos=1317 len=8	read	ALL	1
Fannkuch.ns pos=1338 len=7	read	Harness	1
Fannkuch.ns pos=1338 len=7	read	ALL	1
Fannkuch.ns pos=1348 len=0	read	Fannkuch	1
Fannkuch.ns pos=1348 len=0	read	Nil	1
Fannkuch.ns pos=1348 len=0	read	ALL	2
Fannkuch.ns pos=1350 len=155	read	Fannkuch	1
Fannkuch.ns pos=1350 len=155	read	ALL	1
Fannkuch.ns pos=1352 len=44	read	Fannkuch	1
Fannkuch.ns pos=1352 len=44	read	ALL	1
Fannkuch.ns pos=1378 len=7	read	Harness	1
Fannkuch.ns pos=1378 len=7	read	ALL	1
Fannkuch.ns pos=1399 len=48	read	Fannkuch	1
Fannkuch.ns pos=1399 len=48	read	ALL	1
Fannkuch.ns pos=1425 len=8	read	Platform	1
Fannkuch.ns pos=1425 len=8	read	ALL	1
Fannkuch.ns pos=1450 len=53	read	Fannkuch	1
Fannkuch.ns pos=1450 len=53	read	ALL	1
Fannkuch.ns pos=1476 len=4	read	Fannkuch	1
Fannkuch.ns pos=1476 len=4	read	ALL	1
Fannkuch.ns pos=1535 len=0	read	FannkuchBenchmark class	1
Fannkuch.ns pos=1535 len=0	read	ALL	1
Fannkuch.ns pos=1537 len=9	read	Fannkuch	1
Fannkuch.ns pos=1537 len=9	read	ALL	1
Fannkuch.ns pos=1655 len=8	read	FannkuchBenchmark	4
Fannkuch.ns pos=1655 len=8	read	ALL	4
Fannkuch.ns pos=1669 len=15	read	Integer	4
Fannkuch.ns pos=1669 len=15	read	ALL	4
Fannkuch.ns pos=1710 len=6	read	Integer	4
Fannkuch.ns pos=1710 len=6	read	ALL	4
Fannkuch.ns pos=1720 len=15	read	FannkuchBenchmark	4
Fannkuch.ns pos=1720 len=15	read	ALL	4
Fannkuch.ns pos=1740 len=15	read	Integer	4
Fannkuch.ns pos=1740 len=15	read	ALL	4
Fannkuch.ns pos=1785 len=9	read	Fannkuch class	4
Fannkuch.ns pos=1785 len=9	read	ALL	4
Fannkuch.ns pos=1790 len=4	read	Integer	4
Fannkuch.ns pos=1790 len=4	read	ALL	4
Fannkuch.ns pos=1797 len=0	read	Fannkuch	1
Fannkuch.ns pos=1797 len=0	read	Fannkuch	4
Fannkuch.ns pos=1797 len=0	read	ALL	5
Fannkuch.ns pos=1801 len=113	read	Fannkuch	4
Fannkuch.ns pos=1801 len=113	read	ALL	4
Fannkuch.ns pos=1803 len=30	read	Fannkuch	4
Fannkuch.ns pos=1803 len=30	read	ALL	4
Fannkuch.ns pos=1827 len=4	read	Integer	4
Fannkuch.ns pos=1827 len=4	read	ALL	4
Fannkuch.ns pos=1838 len=44	read	Fannkuch	4
Fannkuch.ns pos=1838 len=44	read	ALL	4
Fannkuch.ns pos=1855 len=5	read	Fannkuch	4
Fannkuch.ns pos=1855 len=5	read	ALL	4
Fannkuch.ns pos=1866 len=4	read	Integer	4
Fannkuch.ns pos=1866 len=4	read	ALL	4
Fannkuch.ns pos=1887 len=23	read	Fannkuch	4
Fannkuch.ns pos=1887 len=23	read	ALL	4
Fannkuch.ns pos=2012 len=7	read	Array	94192
Fannkuch.ns pos=2012 len=7	read	ALL	94192
Fannkuch.ns pos=2059 len=1	read	Integer	74032
Fannkuch.ns pos=2059 len=1	read	ALL	74032
Fannkuch.ns pos=2087 len=5	read	Integer	74032
Fannkuch.ns pos=2087 len=5	read	ALL	74032
Fannkuch.ns pos=2113 len=5	read	Integer	74032
Fannkuch.ns pos=2113 len=5	read	ALL	74032
Fannkuch.ns pos=2148 len=7	read	Array	142440
Fannkuch.ns pos=2148 len=7	read	ALL	142440
Fannkuch.ns pos=2160 len=1	read	Integer	142440
Fannkuch.ns pos=2160 len=1	read	ALL	142440
Fannkuch.ns pos=2177 len=7	read	Array	142440
Fannkuch.ns pos=2177 len=7	read	ALL	142440
Fannkuch.ns pos=2189 len=10	read	Integer	142440
Fannkuch.ns pos=2189 len=10	read	ALL	142440
Fannkuch.ns pos=2202 len=1	read	Integer	142440
Fannkuch.ns pos=2202 len=1	read	ALL	142440
Fannkuch.ns pos=2215 len=7	read	Array	142440
Fannkuch.ns pos=2215 len=7	read	ALL	142440
Fannkuch.ns pos=2227 len=1	read	Integer	142440
Fannkuch.ns pos=2227 len=1	read	ALL	142440
Fannkuch.ns pos=2234 len=1	read	Integer	142440
Fannkuch.ns pos=2234 len=1	read	ALL	142440
Fannkuch.ns pos=2247 len=7	read	Array	142440
Fannkuch.ns pos=2247 len=7	read	ALL	142440
Fannkuch.ns pos=2259 len=10	read	Integer	142440
Fannkuch.ns pos=2259 len=10	read	ALL	142440
Fannkuch.ns pos=2272 len=1	read	Integer	142440
Fannkuch.ns pos=2272 len=1	read	ALL	142440
Fannkuch.ns pos=2279 len=1	read	Integer	142440
Fannkuch.ns pos=2279 len=1	read	ALL	142440
Fannkuch.ns pos=2308 len=1	read	Integer	20160
Fannkuch.ns pos=2308 len=1	read	ALL	20160
Fannkuch.ns pos=2414 len=4	read	Fannkuch	20160
Fannkuch.ns pos=2414 len=4	read	ALL	20160
Fannkuch.ns pos=2502 len=4	read	Fannkuch	34636
Fannkuch.ns pos=2502 len=4	read	ALL	34636
Fannkuch.ns pos=2528 len=1	read	Integer	34636
Fannkuch.ns pos=2528 len=1	read	ALL	34636
Fannkuch.ns pos=2545 len=4	read	Fannkuch	54768
Fannkuch.ns pos=2545 len=4	read	ALL	54768
Fannkuch.ns pos=2554 len=1	read	Integer	54768
Fannkuch.ns pos=2554 len=1	read	ALL	54768
Fannkuch.ns pos=2562 len=4	read	Fannkuch	54768
Fannkuch.ns pos=2562 len=4	read	ALL	54768
Fannkuch.ns pos=2571 len=1	read	Integer	54768
Fannkuch.ns pos=2571 len=1	read	ALL	54768
Fannkuch.ns pos=2589 len=4	read	Fannkuch	34636
Fannkuch.ns pos=2589 len=4	read	ALL	34636
Fannkuch.ns pos=2598 len=1	read	Integer	34636
Fannkuch.ns pos=2598 len=1	read	ALL	34636
Fannkuch.ns pos=2605 len=4	read	Integer	34636
Fannkuch.ns pos=2605 len=4	read	ALL	34636
Fannkuch.ns pos=2620 len=12	read	Fannkuch	34636
Fannkuch.ns pos=2620 len=12	read	ALL	34636
Fannkuch.ns pos=2637 len=1	read	Integer	34636
Fannkuch.ns pos=2637 len=1	read	ALL	34636
Fannkuch.ns pos=2646 len=12	read	Fannkuch	34636
Fannkuch.ns pos=2646 len=12	read	ALL	34636
Fannkuch.ns pos=2663 len=1	read	Integer	34636
Fannkuch.ns pos=2663 len=1	read	ALL	34636
Fannkuch.ns pos=2673 len=1	read	Integer	34636
Fannkuch.ns pos=2673 len=1	read	ALL	34636
Fannkuch.ns pos=2696 len=12	read	Fannkuch	34636
Fannkuch.ns pos=2696 len=12	read	ALL	34636
Fannkuch.ns pos=2713 len=1	read	Integer	34636
Fannkuch.ns pos=2713 len=1	read	ALL	34636
Fannkuch.ns pos=2724 len=9	read	Integer	34636
Fannkuch.ns pos=2724 len=9	read	ALL	34636
Fannkuch.ns pos=2751 len=4	read	Fannkuch	20156
Fannkuch.ns pos=2751 len=4	read	ALL	20156
Fannkuch.ns pos=2954 len=12	read	Fannkuch	4
Fannkuch.ns pos=2954 len=12	read	ALL	4
Fannkuch.ns pos=2972 len=0	read	Fannkuch	4
Fannkuch.ns pos=2972 len=0	read	ALL	4
Fannkuch.ns pos=3053 len=5	read	Fannkuch	20164
Fannkuch.ns pos=3053 len=5	read	ALL	20164
Fannkuch.ns pos=3096 len=4	read	Fannkuch	20160
Fannkuch.ns pos=3096 len=4	read	ALL	20160
Fannkuch.ns pos=3121 len=3	read	Integer	20160
Fannkuch.ns pos=3121 len=3	read	ALL	20160
Fannkuch.ns pos=3131 len=4	read	Fannkuch	20160
Fannkuch.ns pos=3131 len=4	read	ALL	20160
Fannkuch.ns pos=3149 len=11	read	Array	20160
Fannkuch.ns pos=3149 len=11	read	ALL	20160
Fannkuch.ns pos=3172 len=3	read	Integer	4
Fannkuch.ns pos=3172 len=3	read	ALL	4
Fannkuch.ns pos=3228 len=4	read	Fannkuch	20160
Fannkuch.ns pos=3228 len=4	read	ALL	20160
Fannkuch.ns pos=3245 len=4	read	Fannkuch	20160
Fannkuch.ns pos=3245 len=4	read	ALL	20160
Fannkuch.ns pos=3268 len=6	read	Array	20160
Fannkuch.ns pos=3268 len=6	read	ALL	20160
Fannkuch.ns pos=3352 len=5	read	Fannkuch	1
Fannkuch.ns pos=3352 len=5	read	ALL	1
Fannkuch.ns pos=3371 len=7	read	Array	1
Fannkuch.ns pos=3371 len=7	read	ALL	1
Fannkuch.ns pos=3399 len=7	read	Array	1
Fannkuch.ns pos=3399 len=7	read	ALL	1
Fannkuch.ns pos=3427 len=7	read	Array	1
Fannkuch.ns pos=3427 len=7	read	ALL	1
Fannkuch.ns pos=3455 len=7	read	Array	1
Fannkuch.ns pos=3455 len=7	read	ALL	1
Fannkuch.ns pos=3483 len=7	read	Array	1
Fannkuch.ns pos=3483 len=7	read	ALL	1
Fannkuch.ns pos=3511 len=7	read	Array	1
Fannkuch.ns pos=3511 len=7	read	ALL	1
Fannkuch.ns pos=3539 len=7	read	Array	1
Fannkuch.ns pos=3539 len=7	read	ALL	1
Fannkuch.ns pos=3567 len=7	read	Array	1
Fannkuch.ns pos=3567 len=7	read	ALL	1
Fannkuch.ns pos=3595 len=7	read	Array	1
Fannkuch.ns pos=3595 len=7	read	ALL	1
Fannkuch.ns pos=3623 len=7	read	Array	1
Fannkuch.ns pos=3623 len=7	read	ALL	1
Fannkuch.ns pos=3651 len=7	read	Array	1
Fannkuch.ns pos=3651 len=7	read	ALL	1
Fannkuch.ns pos=3679 len=7	read	Array	1
Fannkuch.ns pos=3679 len=7	read	ALL	1
Fannkuch.ns pos=3709 len=7	read	Array	1
Fannkuch.ns pos=3709 len=7	read	ALL	1
Fannkuch.ns pos=3749 len=17	read	Fannkuch	1
Fannkuch.ns pos=3749 len=17	read	ALL	1
Fannkuch.ns pos=3808 len=3	read	NoReportingRun	1
Fannkuch.ns pos=3808 len=3	read	ALL	1
Fannkuch.ns pos=3831 len=0	read	Fannkuch	1
Fannkuch.ns pos=3831 len=0	read	ALL	1
Files.ns pos=12 len=47	read	Files class	1
Files.ns pos=12 len=47	read	ALL	1
Files.ns pos=27 len=8	read	VmMirror	1
Files.ns pos=27 len=8	read	ALL	1
Files.ns pos=51 len=8	read	Platform	1
Files.ns pos=51 len=8	read	ALL	1
Files.ns pos=62 len=5	read	Nil	1
Files.ns pos=62 len=5	read	ALL	1
Files.ns pos=68 len=0	read	Files	1
Files.ns pos=68 len=0	read	ALL	1
Files.ns pos=2077 len=587	read	Files	1
Files.ns pos=2077 len=587	read	ALL	1
Files.ns pos=2079 len=29	read	Files	1
Files.ns pos=2079 len=29	read	ALL	1
Files.ns pos=2099 len=8	read	VmMirror	1
Files.ns pos=2099 len=8	read	ALL	1
Files.ns pos=2111 len=34	read	Files	1
Files.ns pos=2111 len=34	read	ALL	1
Files.ns pos=2131 len=6	read	Files	1
Files.ns pos=2131 len=6	read	ALL	1
Files.ns pos=2148 len=37	read	Files	1
Files.ns pos=2148 len=37	read	ALL	1
Files.ns pos=2168 len=6	read	Files	1
Files.ns pos=2168 len=6	read	ALL	1
Files.ns pos=2204 len=69	read	Files	1
Files.ns pos=2204 len=69	read	ALL	1
Files.ns pos=2235 len=8	read	Platform	1
Files.ns pos=2235 len=8	read	ALL	1
Files.ns pos=2276 len=65	read	Files	1
Files.ns pos=2276 len=65	read	ALL	1
Files.ns pos=2305 len=8	read	Platform	1
Files.ns pos=2305 len=8	read	ALL	1
Files.ns pos=2344 len=75	read	Files	1
Files.ns pos=2344 len=75	read	ALL	1
Files.ns pos=2378 len=8	read	Platform	1
Files.ns pos=2378 len=8	read	ALL	1
Files.ns pos=2422 len=73	read	Files	1
Files.ns pos=2422 len=73	read	ALL	1
Files.ns pos=2455 len=8	read	Platform	1
Files.ns pos=2455 len=8	read	ALL	1
Files.ns pos=2498 len=87	read	Files	1
Files.ns pos=2498 len=87	read	ALL	1
Files.ns pos=2538 len=8	read	Platform	1
Files.ns pos=2538 len=8	read	ALL	1
Files.ns pos=2590 len=8	read	VmMirror	1
Files.ns pos=2590 len=8	read	ALL	1
Files.ns pos=2620 len=14	read	Files	1
Files.ns pos=2620 len=14	read	ALL	1
Files.ns pos=2638 len=8	read	VmMirror	1
Files.ns pos=2638 len=8	read	ALL	1
Files.ns pos=2659 len=4	read	Files	1
Files.ns pos=2659 len=4	read	ALL	1
Files.ns pos=2700 len=6	read	Files	1
Files.ns pos=2700 len=6	read	ALL	1
GCBench.ns pos=2799 len=43	read	GCBench class	1
GCBench.ns pos=2799 len=43	read	ALL	1
GCBench.ns pos=2814 len=8	read	Platform	1
GCBench.ns pos=2814 len=8	read	ALL	1
GCBench.ns pos=2835 len=7	read	Harness	1
GCBench.ns pos=2835 len=7	read	ALL	1
GCBench.ns pos=2845 len=0	read	GCBench	1
GCBench.ns pos=2845 len=0	read	Nil	1
GCBench.ns pos=2845 len=0	read	ALL	2
GCBench.ns pos=2847 len=99	read	GCBench	1
GCBench.ns pos=2847 len=99	read	ALL	1
GCBench.ns pos=2849 len=44	read	GCBench	1
GCBench.ns pos=2849 len=44	read	ALL	1
GCBench.ns pos=2875 len=7	read	Harness	1
GCBench.ns pos=2875 len=7	read	ALL	1
GCBench.ns pos=2896 len=48	read	GCBench	1
GCBench.ns pos=2896 len=48	read	ALL	1
GCBench.ns pos=2922 len=8	read	Platform	1
GCBench.ns pos=2922 len=8	read	ALL	1
GCBench.ns pos=2966 len=0	read	GCBench class	1
GCBench.ns pos=2966 len=0	read	ALL	1
GCBench.ns pos=2968 len=0	read	GCBench	1
GCBench.ns pos=2968 len=0	read	ALL	1
GCBench.ns pos=3228 len=41	read	GCBench	5
GCBench.ns pos=3228 len=41	read	ALL	5
GCBench.ns pos=3254 len=15	read	Integer	5
GCBench.ns pos=3254 len=15	read	ALL	5
GCBench.ns pos=3277 len=41	read	GCBench	5
GCBench.ns pos=3277 len=41	read	ALL	5
GCBench.ns pos=3303 len=15	read	Integer	5
GCBench.ns pos=3303 len=15	read	ALL	5
GCBench.ns pos=3326 len=37	read	GCBench	5
GCBench.ns pos=3326 len=37	read	ALL	5
GCBench.ns pos=3348 len=15	read	Integer	5
GCBench.ns pos=3348 len=15	read	ALL	5
GCBench.ns pos=3371 len=37	read	GCBench	5
GCBench.ns pos=3371 len=37	read	ALL	5
GCBench.ns pos=3393 len=15	read	Integer	5
GCBench.ns pos=3393 len=15	read	ALL	5
GCBench.ns pos=3416 len=37	read	GCBench	5
GCBench.ns pos=3416 len=37	read	ALL	5
GCBench.ns pos=3438 len=15	read	Integer	5
GCBench.ns pos=3438 len=15	read	ALL	5
GCBench.ns pos=3551 len=4	read	GCBench	5
GCBench.ns pos=3551 len=4	read	ALL	5
GCBench.ns pos=3567 len=17	read	GCBench	5
GCBench.ns pos=3567 len=17	read	ALL	5
GCBench.ns pos=3709 len=4	read	GCBench	5
GCBench.ns pos=3709 len=4	read	ALL	5
GCBench.ns pos=3728 len=4	read	GCBench	5
GCBench.ns pos=3728 len=4	read	ALL	5
GCBench.ns pos=3743 len=19	read	GCBench	5
GCBench.ns pos=3743 len=19	read	ALL	5
GCBench.ns pos=3769 len=15	read	Node	5
GCBench.ns pos=3769 len=15	read	ALL	5
GCBench.ns pos=3864 len=5	read	GCBench	5
GCBench.ns pos=3864 len=5	read	ALL	5
GCBench.ns pos=3875 len=10	read	GCBench	5
GCBench.ns pos=3875 len=10	read	ALL	5
GCBench.ns pos=3912 len=10	read	GCBench	5
GCBench.ns pos=3912 len=10	read	ALL	5
GCBench.ns pos=3941 len=5	read	Array	625000
GCBench.ns pos=3941 len=5	read	ALL	625000
GCBench.ns pos=3951 len=5	read	Integer	625000
GCBench.ns pos=3951 len=5	read	ALL	625000
GCBench.ns pos=3969 len=5	read	Integer	625000
GCBench.ns pos=3969 len=5	read	ALL	625000
GCBench.ns pos=3992 len=5	read	GCBench	5
GCBench.ns pos=3992 len=5	read	ALL	5
GCBench.ns pos=4005 len=13	read	GCBench	5
GCBench.ns pos=4005 len=13	read	ALL	5
GCBench.ns pos=4021 len=13	read	GCBench	5
GCBench.ns pos=4021 len=13	read	ALL	5
GCBench.ns pos=4063 len=13	read	GCBench	5
GCBench.ns pos=4063 len=13	read	ALL	5
GCBench.ns pos=4084 len=6	read	Array	5
GCBench.ns pos=4084 len=6	read	ALL	5
GCBench.ns pos=4120 len=6	read	Array	20
GCBench.ns pos=4120 len=6	read	ALL	20
GCBench.ns pos=4131 len=5	read	Integer	20
GCBench.ns pos=4131 len=5	read	ALL	20
GCBench.ns pos=4142 len=9	read	Integer	20
GCBench.ns pos=4142 len=9	read	ALL	20
GCBench.ns pos=4173 len=9	read	Integer	20
GCBench.ns pos=4173 len=9	read	ALL	20
GCBench.ns pos=4203 len=4	read	GCBench	5
GCBench.ns pos=4203 len=4	read	ALL	5
GCBench.ns pos=4228 len=6	read	Array	5
GCBench.ns pos=4228 len=6	read	ALL	5
GCBench.ns pos=4243 len=15	read	Node	5
GCBench.ns pos=4243 len=15	read	ALL	5
GCBench.ns pos=4364 len=5	read	Integer	45945
GCBench.ns pos=4364 len=5	read	ALL	45945
GCBench.ns pos=4396 len=4	read	GCBench	23920
GCBench.ns pos=4396 len=4	read	ALL	23920
GCBench.ns pos=4442 len=4	read	GCBench	22025
GCBench.ns pos=4442 len=4	read	ALL	22025
GCBench.ns pos=4456 len=4	read	GCBench	22025
GCBench.ns pos=4456 len=4	read	ALL	22025
GCBench.ns pos=4473 len=5	read	Integer	22025
GCBench.ns pos=4473 len=5	read	ALL	22025
GCBench.ns pos=4512 len=4	read	GCBench	22025
GCBench.ns pos=4512 len=4	read	ALL	22025
GCBench.ns pos=4529 len=5	read	Integer	22025
GCBench.ns pos=4529 len=5	read	ALL	22025
GCBench.ns pos=4591 len=6	read	Array	5
GCBench.ns pos=4591 len=6	read	ALL	5
GCBench.ns pos=4612 len=4	read	GCBench	20
GCBench.ns pos=4612 len=4	read	ALL	20
GCBench.ns pos=4636 len=5	read	Integer	20
GCBench.ns pos=4636 len=5	read	ALL	20
GCBench.ns pos=4648 len=0	read	GCBench	5
GCBench.ns pos=4648 len=0	read	ALL	5
GCBench.ns pos=4737 len=4	read	GCBench	20
GCBench.ns pos=4737 len=4	read	ALL	20
GCBench.ns pos=4753 len=5	read	Integer	20
GCBench.ns pos=4753 len=5	read	ALL	20
GCBench.ns pos=4822 len=6	read	Integer	20
GCBench.ns pos=4822 len=6	read	ALL	20
GCBench.ns pos=4863 len=4	read	GCBench	1890
GCBench.ns pos=4863 len=4	read	ALL	1890
GCBench.ns pos=4884 len=4	read	GCBench	1890
GCBench.ns pos=4884 len=4	read	ALL	1890
GCBench.ns pos=4899 len=5	read	Integer	1890
GCBench.ns pos=4899 len=5	read	ALL	1890
GCBench.ns pos=4911 len=9	read	Node	1890
GCBench.ns pos=4911 len=9	read	ALL	1890
GCBench.ns pos=4969 len=6	read	Integer	20
GCBench.ns pos=4969 len=6	read	ALL	20
GCBench.ns pos=5010 len=4	read	GCBench	1890
GCBench.ns pos=5010 len=4	read	ALL	1890
GCBench.ns pos=5026 len=5	read	Integer	1890
GCBench.ns pos=5026 len=5	read	ALL	1890
GCBench.ns pos=5071 len=0	read	GCBench	20
GCBench.ns pos=5071 len=0	read	ALL	20
GCBench.ns pos=5108 len=4	read	GCBench	20
GCBench.ns pos=5108 len=4	read	ALL	20
GCBench.ns pos=5124 len=17	read	GCBench	20
GCBench.ns pos=5124 len=17	read	ALL	20
GCBench.ns pos=5146 len=4	read	GCBench	20
GCBench.ns pos=5146 len=4	read	ALL	20
GCBench.ns pos=5162 len=1	read	Integer	20
GCBench.ns pos=5162 len=1	read	ALL	20
GCBench.ns pos=5215 len=5	read	Integer	43385
GCBench.ns pos=5215 len=5	read	ALL	43385
GCBench.ns pos=5245 len=4	read	Node	20745
GCBench.ns pos=5245 len=4	read	ALL	20745
GCBench.ns pos=5256 len=4	read	GCBench	20745
GCBench.ns pos=5256 len=4	read	ALL	20745
GCBench.ns pos=5277 len=4	read	Node	20745
GCBench.ns pos=5277 len=4	read	ALL	20745
GCBench.ns pos=5289 len=4	read	GCBench	20745
GCBench.ns pos=5289 len=4	read	ALL	20745
GCBench.ns pos=5310 len=4	read	GCBench	20745
GCBench.ns pos=5310 len=4	read	ALL	20745
GCBench.ns pos=5325 len=5	read	Integer	20745
GCBench.ns pos=5325 len=5	read	ALL	20745
GCBench.ns pos=5341 len=4	read	Node	20745
GCBench.ns pos=5341 len=4	read	ALL	20745
GCBench.ns pos=5360 len=4	read	GCBench	20745
GCBench.ns pos=5360 len=4	read	ALL	20745
GCBench.ns pos=5375 len=5	read	Integer	20745
GCBench.ns pos=5375 len=5	read	ALL	20745
GCBench.ns pos=5391 len=4	read	Node	20745
GCBench.ns pos=5391 len=4	read	ALL	20745
GCBench.ns pos=5415 len=0	read	GCBench	43385
GCBench.ns pos=5415 len=0	read	ALL	43385
GCBench.ns pos=5466 len=1	read	Integer	40
GCBench.ns pos=5466 len=1	read	ALL	40
GCBench.ns pos=5488 len=3	read	Integer	280
GCBench.ns pos=5488 len=3	read	ALL	280
GCBench.ns pos=5506 len=3	read	Integer	40
GCBench.ns pos=5506 len=3	read	ALL	40
GCBench.ns pos=5538 len=17	read	Node class	89330
GCBench.ns pos=5538 len=17	read	ALL	89330
GCBench.ns pos=5546 len=1	read	Node	22025
GCBench.ns pos=5546 len=1	read	Nil	67305
GCBench.ns pos=5546 len=1	read	ALL	89330
GCBench.ns pos=5554 len=1	read	Node	22025
GCBench.ns pos=5554 len=1	read	Nil	67305
