Source Section	Operation	Category	Type	Invocations
Json.ns pos=34224 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	8690
Json.ns pos=34263 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	1
Json.ns pos=34263 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	8689
Json.ns pos=34263 len=6	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	8690
Json.ns pos=34339 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	2442
Json.ns pos=34339 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	101
Json.ns pos=34339 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	2543
Json.ns pos=34377 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	2146
Json.ns pos=34377 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	296
Json.ns pos=34377 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	2442
Json.ns pos=34415 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	1747
Json.ns pos=34415 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	399
Json.ns pos=34415 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	2146
Json.ns pos=34453 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	1597
Json.ns pos=34453 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	150
Json.ns pos=34453 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	1747
Json.ns pos=34491 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	1525
Json.ns pos=34491 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	72
Json.ns pos=34491 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	1597
Json.ns pos=34529 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	1116
Json.ns pos=34529 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	409
Json.ns pos=34529 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	1525
Json.ns pos=34567 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	991
Json.ns pos=34567 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	125
Json.ns pos=34567 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	1116
Json.ns pos=34605 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	853
Json.ns pos=34605 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	138
Json.ns pos=34605 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	991
Json.ns pos=34643 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	748
Json.ns pos=34643 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	105
Json.ns pos=34643 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	853
Json.ns pos=34681 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	693
Json.ns pos=34681 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	str	55
Json.ns pos=34681 len=5	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	748
Json.ns pos=34762 len=5	isNil	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	ref	1
Json.ns pos=34762 len=5	isNil	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	1
Json.ns pos=34966 len=5	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	598
Json.ns pos=34966 len=5	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	598
Json.ns pos=35001 len=23	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	int	597
Json.ns pos=35001 len=23	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	597
Json.ns pos=35021 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	598
Json.ns pos=35021 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	598
Json.ns pos=35507 len=8	at:	AnyNode ArrayRead BasicPrimitiveOperation PrimitiveArgument	int	2
Json.ns pos=35507 len=8	at:	AnyNode ArrayRead BasicPrimitiveOperation PrimitiveArgument	TOTAL	2
Json.ns pos=35517 len=5	&	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	3
Json.ns pos=35517 len=5	&	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	3
Json.ns pos=35524 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic StatementTag	int	3
Json.ns pos=35524 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic StatementTag	TOTAL	3
Json.ns pos=35590 len=4	&	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	601
Json.ns pos=35590 len=4	&	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	601
Json.ns pos=35596 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic RootTag StatementTag	int	601
Json.ns pos=35596 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic RootTag StatementTag	TOTAL	601
Json.ns pos=39545 len=5	=	AnyNode BasicPrimitiveOperation OpComparison	str	2
Json.ns pos=39545 len=5	=	AnyNode BasicPrimitiveOperation OpComparison	str	1
Json.ns pos=39545 len=5	=	AnyNode BasicPrimitiveOperation OpComparison	TOTAL	3
Json.ns pos=39583 len=5	=	AnyNode BasicPrimitiveOperation OpComparison	str	2
Json.ns pos=39583 len=5	=	AnyNode BasicPrimitiveOperation OpComparison	str	1
Json.ns pos=39583 len=5	=	AnyNode BasicPrimitiveOperation OpComparison	TOTAL	3
Json.ns pos=39621 len=5	=	AnyNode BasicPrimitiveOperation OpComparison	str	2
Json.ns pos=39621 len=5	=	AnyNode BasicPrimitiveOperation OpComparison	str	1
Json.ns pos=39621 len=5	=	AnyNode BasicPrimitiveOperation OpComparison	TOTAL	3
Json.ns pos=42478 len=4	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	3
Json.ns pos=42478 len=4	=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	3
Json.ns pos=43915 len=5	<>	AnyNode BasicPrimitiveOperation OpComparison PrimitiveArgument	int	3
Json.ns pos=43915 len=5	<>	AnyNode BasicPrimitiveOperation OpComparison PrimitiveArgument	TOTAL	3
Json.ns pos=43922 len=27	&&	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	bool	3
Json.ns pos=43922 len=27	&&	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	3
Json.ns pos=43931 len=17	=	AnyNode BasicPrimitiveOperation OpComparison PrimitiveArgument	str	3
Json.ns pos=43931 len=17	=	AnyNode BasicPrimitiveOperation OpComparison PrimitiveArgument	TOTAL	3
Kernel.ns pos=6552 len=6	-	AnyNode BasicPrimitiveOperation OpArithmetic RootTag StatementTag	int	10
Kernel.ns pos=6552 len=6	-	AnyNode BasicPrimitiveOperation OpArithmetic RootTag StatementTag	TOTAL	10
Kernel.ns pos=8273 len=8	<=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	2208170
Kernel.ns pos=8273 len=8	<=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	14914391
Kernel.ns pos=8273 len=8	<=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	TOTAL	17122561
Kernel.ns pos=8319 len=6	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	14886235
Kernel.ns pos=8319 len=6	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	14886235
Kernel.ns pos=8508 len=8	>=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	362200
Kernel.ns pos=8508 len=8	>=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	518300
Kernel.ns pos=8508 len=8	>=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	TOTAL	880500
Kernel.ns pos=8554 len=6	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	518300
Kernel.ns pos=8554 len=6	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	518300
Kernel.ns pos=8777 len=6	-	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	4
Kernel.ns pos=8777 len=6	-	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	4
Kernel.ns pos=8784 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	4
Kernel.ns pos=8784 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	4
Kernel.ns pos=8827 len=12	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	int	27
Kernel.ns pos=8827 len=12	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	TOTAL	27
Kernel.ns pos=9005 len=10	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	20112
Kernel.ns pos=9005 len=10	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	48
Kernel.ns pos=9005 len=10	<	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	20160
Kernel.ns pos=15224 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation RootTag StatementTag	ref	10099
Kernel.ns pos=15224 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation RootTag StatementTag	TOTAL	10099
Kernel.ns pos=15255 len=8	at:	AnyNode ArrayRead BasicPrimitiveOperation RootTag StatementTag	ref	10099
Kernel.ns pos=15255 len=8	at:	AnyNode ArrayRead BasicPrimitiveOperation RootTag StatementTag	TOTAL	10099
Kernel.ns pos=15259 len=4	size	AnyNode BasicPrimitiveOperation OpLength	arr	10099
Kernel.ns pos=15259 len=4	size	AnyNode BasicPrimitiveOperation OpLength	TOTAL	10099
Kernel.ns pos=15403 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	500000
Kernel.ns pos=15403 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	1250005
Kernel.ns pos=15403 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	500
Kernel.ns pos=15403 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	6
Kernel.ns pos=15403 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	int	193020
Kernel.ns pos=15403 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	9
Kernel.ns pos=15403 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	TOTAL	1943540
Kernel.ns pos=15461 len=4	size	AnyNode BasicPrimitiveOperation OpLength	arr	401288
Kernel.ns pos=15461 len=4	size	AnyNode BasicPrimitiveOperation OpLength	TOTAL	401288
Kernel.ns pos=15720 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	int	141119
Kernel.ns pos=15720 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	TOTAL	141119
Kernel.ns pos=17709 len=22	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	arr	546000
Kernel.ns pos=17709 len=22	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	ref	10000
Kernel.ns pos=17709 len=22	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	float	1250000
Kernel.ns pos=17709 len=22	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	int	206083
Kernel.ns pos=17709 len=22	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	ref	6
Kernel.ns pos=17709 len=22	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	bool	540000
Kernel.ns pos=17709 len=22	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	ref	2100
Kernel.ns pos=17709 len=22	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	TOTAL	2554189
Kernel.ns pos=17851 len=7	-	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	20160
Kernel.ns pos=17851 len=7	-	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	20160
Kernel.ns pos=17859 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	20160
Kernel.ns pos=17859 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	20160
Kernel.ns pos=17934 len=12	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	int	141119
Kernel.ns pos=17934 len=12	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	141119
Kernel.ns pos=17962 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	141120
Kernel.ns pos=17962 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	141120
Kernel.ns pos=18054 len=4	size	AnyNode BasicPrimitiveOperation OpLength	arr	20159
Kernel.ns pos=18054 len=4	size	AnyNode BasicPrimitiveOperation OpLength	TOTAL	20159
Kernel.ns pos=22277 len=9	at:	AnyNode ArrayRead BasicPrimitiveOperation StatementTag	int	200000
Kernel.ns pos=22277 len=9	at:	AnyNode ArrayRead BasicPrimitiveOperation StatementTag	ref	2
Kernel.ns pos=22277 len=9	at:	AnyNode ArrayRead BasicPrimitiveOperation StatementTag	ref	1
Kernel.ns pos=22277 len=9	at:	AnyNode ArrayRead BasicPrimitiveOperation StatementTag	str	3
Kernel.ns pos=22277 len=9	at:	AnyNode ArrayRead BasicPrimitiveOperation StatementTag	ref	3799
Kernel.ns pos=22277 len=9	at:	AnyNode ArrayRead BasicPrimitiveOperation StatementTag	TOTAL	203805
Kernel.ns pos=22637 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	52902
Kernel.ns pos=22637 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	52902
Kernel.ns pos=22674 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	15500
Kernel.ns pos=22674 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	226200
Kernel.ns pos=22674 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	36
Kernel.ns pos=22674 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	86400
Kernel.ns pos=22674 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	4100
Kernel.ns pos=22674 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	Symbol	7
Kernel.ns pos=22674 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	TOTAL	332243
Kernel.ns pos=23340 len=14	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	54431
Kernel.ns pos=23340 len=14	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	4102
Kernel.ns pos=23340 len=14	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	58533
Kernel.ns pos=23350 len=4	size	AnyNode BasicPrimitiveOperation OpLength PrimitiveArgument	arr	58532
Kernel.ns pos=23350 len=4	size	AnyNode BasicPrimitiveOperation OpLength PrimitiveArgument	TOTAL	58532
Kernel.ns pos=23467 len=14	*	AnyNode BasicPrimitiveOperation OpArithmetic	int	4102
Kernel.ns pos=23467 len=14	*	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	4102
Kernel.ns pos=23477 len=4	size	AnyNode BasicPrimitiveOperation OpLength PrimitiveArgument	arr	4101
Kernel.ns pos=23477 len=4	size	AnyNode BasicPrimitiveOperation OpLength PrimitiveArgument	TOTAL	4101
Kernel.ns pos=23528 len=26	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	ref	1399
Kernel.ns pos=23528 len=26	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	ref	1400
Kernel.ns pos=23528 len=26	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	ref	150
Kernel.ns pos=23528 len=26	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	ref	14100
Kernel.ns pos=23528 len=26	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	ref	200
Kernel.ns pos=23528 len=26	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	ref	9500
Kernel.ns pos=23528 len=26	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation RootTag StatementTag	TOTAL	26749
Kernel.ns pos=23548 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	1399
Kernel.ns pos=23548 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	1400
Kernel.ns pos=23548 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	150
Kernel.ns pos=23548 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	14100
Kernel.ns pos=23548 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	200
Kernel.ns pos=23548 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	ref	9500
Kernel.ns pos=23548 len=5	at:	AnyNode ArrayRead BasicPrimitiveOperation	TOTAL	26749
Kernel.ns pos=23606 len=24	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	ref	2000
Kernel.ns pos=23606 len=24	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	ref	16000
Kernel.ns pos=23606 len=24	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	int	200
Kernel.ns pos=23606 len=24	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	ref	553
Kernel.ns pos=23606 len=24	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	ref	619
Kernel.ns pos=23606 len=24	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	ref	712
Kernel.ns pos=23606 len=24	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	ref	156
Kernel.ns pos=23606 len=24	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	ref	1351
Kernel.ns pos=23606 len=24	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	ref	35
Kernel.ns pos=23606 len=24	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	ref	22800
Kernel.ns pos=23606 len=24	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	ref	4800
Kernel.ns pos=23606 len=24	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	str	598
Kernel.ns pos=23606 len=24	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	Symbol	8
Kernel.ns pos=23606 len=24	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	ref	8700
Kernel.ns pos=23606 len=24	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	58532
Kernel.ns pos=23656 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	58533
Kernel.ns pos=23656 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	58533
Kernel.ns pos=24169 len=9	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	200
Kernel.ns pos=24169 len=9	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	8400
Kernel.ns pos=24169 len=9	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	200
Kernel.ns pos=24169 len=9	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	500
Kernel.ns pos=24169 len=9	==	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	9300
Kernel.ns pos=24257 len=19	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	ref	199
Kernel.ns pos=24257 len=19	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	ref	8400
Kernel.ns pos=24257 len=19	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	ref	200
Kernel.ns pos=24257 len=19	at:put:	AnyNode ArrayWrite BasicPrimitiveOperation StatementTag	TOTAL	8799
Kernel.ns pos=24308 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	8800
Kernel.ns pos=24308 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	8800
Kernel.ns pos=25123 len=10	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	61400
Kernel.ns pos=25123 len=10	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	14100
Kernel.ns pos=25123 len=10	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	75500
Kernel.ns pos=25172 len=10	-	AnyNode BasicPrimitiveOperation OpArithmetic RootTag StatementTag	int	1099
Kernel.ns pos=25172 len=10	-	AnyNode BasicPrimitiveOperation OpArithmetic RootTag StatementTag	TOTAL	1099
Kernel.ns pos=25221 len=4	size	AnyNode BasicPrimitiveOperation OpLength RootTag StatementTag	arr	999
Kernel.ns pos=25221 len=4	size	AnyNode BasicPrimitiveOperation OpLength RootTag StatementTag	TOTAL	999
Kernel.ns pos=25435 len=8	<=	AnyNode BasicPrimitiveOperation OpComparison PrimitiveArgument	int	203806
Kernel.ns pos=25435 len=8	<=	AnyNode BasicPrimitiveOperation OpComparison PrimitiveArgument	TOTAL	203806
Kernel.ns pos=25445 len=20	&&	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	bool	203806
Kernel.ns pos=25445 len=20	&&	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	203806
Kernel.ns pos=25455 len=9	<	AnyNode BasicPrimitiveOperation OpComparison PrimitiveArgument	int	203806
Kernel.ns pos=25455 len=9	<	AnyNode BasicPrimitiveOperation OpComparison PrimitiveArgument	TOTAL	203806
Kernel.ns pos=25675 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	30700
Kernel.ns pos=25675 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	30700
Kernel.ns pos=25696 len=16	at:	AnyNode ArrayRead BasicPrimitiveOperation StatementTag	ref	1000
Kernel.ns pos=25696 len=16	at:	AnyNode ArrayRead BasicPrimitiveOperation StatementTag	ref	9999
Kernel.ns pos=25696 len=16	at:	AnyNode ArrayRead BasicPrimitiveOperation StatementTag	ref	10600
Kernel.ns pos=25696 len=16	at:	AnyNode ArrayRead BasicPrimitiveOperation StatementTag	ref	2400
Kernel.ns pos=25696 len=16	at:	AnyNode ArrayRead BasicPrimitiveOperation StatementTag	ref	6700
Kernel.ns pos=25696 len=16	at:	AnyNode ArrayRead BasicPrimitiveOperation StatementTag	TOTAL	30699
Kernel.ns pos=25709 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	30700
Kernel.ns pos=25709 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	30700
Kernel.ns pos=25906 len=5	isNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	ref	300
Kernel.ns pos=25906 len=5	isNil	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	300
Kernel.ns pos=26022 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	int	300
Kernel.ns pos=26022 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic PrimitiveArgument	TOTAL	300
Kernel.ns pos=26027 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	300
Kernel.ns pos=26027 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	300
Kernel.ns pos=26032 len=4	<=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	300
Kernel.ns pos=26032 len=4	<=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	300
Kernel.ns pos=28007 len=3	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	200
Kernel.ns pos=28007 len=3	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	300
Kernel.ns pos=28007 len=3	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	500
Kernel.ns pos=28080 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	300
Kernel.ns pos=28080 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	300
LanguageFeatures.ns pos=1657 len=4	<=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	109450
LanguageFeatures.ns pos=1657 len=4	<=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	int	109460
LanguageFeatures.ns pos=1657 len=4	<=	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison	TOTAL	218910
LanguageFeatures.ns pos=1727 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	109450
LanguageFeatures.ns pos=1727 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	109450
LanguageFeatures.ns pos=1732 len=25	+	AnyNode BasicPrimitiveOperation OpArithmetic StatementTag	int	109450
LanguageFeatures.ns pos=1732 len=25	+	AnyNode BasicPrimitiveOperation OpArithmetic StatementTag	TOTAL	109450
LanguageFeatures.ns pos=1753 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	109450
LanguageFeatures.ns pos=1753 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	109450
LanguageFeatures.ns pos=1817 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	10
LanguageFeatures.ns pos=1817 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	10
LanguageFeatures.ns pos=3071 len=5	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	1000000
LanguageFeatures.ns pos=3071 len=5	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	1000000
LanguageFeatures.ns pos=3163 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	int	10
LanguageFeatures.ns pos=3163 len=8	=	AnyNode BasicPrimitiveOperation OpComparison RootTag StatementTag	TOTAL	10
LanguageFeatures.ns pos=3447 len=3	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	10
LanguageFeatures.ns pos=3447 len=3	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	int	200000
LanguageFeatures.ns pos=3447 len=3	>	AnyNode BasicPrimitiveOperation ControlFlowCondition OpComparison StatementTag	TOTAL	200010
LanguageFeatures.ns pos=3486 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=3486 len=3	-	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=3517 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=3517 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
LanguageFeatures.ns pos=3548 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	int	200000
LanguageFeatures.ns pos=3548 len=3	+	AnyNode BasicPrimitiveOperation OpArithmetic	TOTAL	200000
